r,z,"v(r,z)",u_r,w_z,P
0,0.05,0,0,0,-0.2964
0,0.0497,2.5717,0,2.5717,0.816861
0,0.04945,5.14577,0,5.14577,-0.01504
0,0.0492,0.7172,0,-0.7172,-0.20386
0,0.04895,3.77463,0,-3.77463,0.449366
0,0.0487,0.755837,0,-0.75584,-0.07745
0,0.04845,1.75268,0,1.75268,0.085074
0,0.0482,1.95641,0,1.95641,0.002745
0,0.04795,2.02788,0,-2.02788,0.126297
0,0.0477,0.474459,0,-0.47446,-0.20904
0,0.04745,1.07845,0,1.07845,0.026787
0,0.0472,4.90317,0,4.90317,0.298559
0,0.04695,1.47451,0,1.47451,-0.23712
0,0.0467,4.00914,0,-4.00914,-0.20288
0,0.04645,5.73345,0,-5.73345,0.35094
0,0.0462,4.77058,0,-4.77058,0.518639
0,0.04595,1.85361,0,-1.85361,0.247408
0,0.0457,1.78797,0,1.78797,-0.38233
0,0.04545,3.46702,0,-3.46702,0.117197
0,0.0452,9.61766,0,-9.61766,0.023831
0,0.04495,4.13636,0,-4.13636,-0.45773
0,0.0447,8.28424,0,8.28424,0.499781
0,0.04445,11.817,0,11.817,-1.11548
0,0.0442,3.54723,0,3.54723,-0.12266
0,0.04395,3.03655,0,-3.03655,-0.05087
0,0.0437,6.22214,0,-6.22214,-0.36633
0,0.04345,7.06688,0,-7.06688,0.144256
0,0.0432,7.90568,0,-7.90568,1.28736
0,0.04295,7.32344,0,-7.32344,0.043552
0,0.0427,4.19237,0,-4.19237,-0.04406
0,0.04245,0.063098,0,-0.0631,0.658368
0,0.0422,1.43629,0,1.43629,0.098697
0,0.04195,1.46259,0,1.46259,0.072477
0,0.0417,3.57597,0,-3.57597,-0.14238
0,0.04145,0.985655,0,-0.98566,-0.6914
0,0.0412,1.58815,0,1.58815,0.415832
0,0.04095,6.74826,0,6.74826,0.167717
0,0.0407,5.53001,0,5.53001,0.392139
0,0.04045,0.861114,0,0.861114,0.031432
0,0.0402,0.447482,0,-0.44748,-1.04455
0,0.03995,1.19061,0,1.19061,0.795067
0,0.0397,1.25961,0,1.25961,-0.15276
0,0.03945,1.40241,0,1.40241,-0.2146
0,0.0392,0.507651,0,-0.50765,0.356978
0,0.03895,2.21907,0,-2.21907,0.168212
0,0.0387,2.02958,0,-2.02958,0.588105
0,0.03845,0.62955,0,-0.62955,-0.29226
0,0.0382,1.62747,0,1.62747,0.606323
0,0.03795,0.709989,0,-0.70999,-0.0597
0,0.0377,1.26627,0,-1.26627,0.195936
0,0.03745,0.789864,0,-0.78986,0.134362
0,0.0372,0.592014,0,0.592014,0.211375
0,0.03695,0.827776,0,0.827776,0.08057
0,0.0367,0.18639,0,-0.18639,0.053364
0,0.03645,0.724085,0,-0.72409,-0.17748
0,0.0362,1.59853,0,1.59853,-0.18424
0,0.03595,0.588042,0,0.588042,-0.04012
0,0.0357,2.31806,0,-2.31806,-0.12644
0,0.03545,1.10867,0,-1.10867,-0.10611
0,0.0352,2.28263,0,-2.28263,0.333285
0,0.03495,0.457043,0,-0.45704,0.004128
0,0.0347,0.10085,0,-0.10085,0.307004
0,0.03445,0.391388,0,-0.39139,-0.0087
0,0.0342,1.59335,0,-1.59335,0.108813
0,0.03395,1.4141,0,-1.4141,0.010318
0,0.0337,0.178422,0,0.178422,-0.13664
0,0.03345,1.75107,0,1.75107,0.147087
0,0.0332,0.931945,0,0.931945,0.2311
0,0.03295,0.943247,0,0.943247,0.13624
0,0.0327,0.268009,0,-0.26801,0.164615
0,0.03245,1.16451,0,-1.16451,-0.11249
0,0.0322,0.438935,0,-0.43894,-0.42208
0,0.03195,2.81468,0,2.81468,-0.59832
0,0.0317,1.72863,0,-1.72863,0.101348
0,0.03145,5.47027,0,-5.47027,-0.00219
0,0.0312,2.42026,0,-2.42026,-0.254
0,0.03095,1.02641,0,-1.02641,0.229411
0,0.0307,0.966773,0,-0.96677,0.084968
0,0.03045,0.036015,0,0.036015,-0.17899
0,0.0302,0.250045,0,0.250045,-0.06265
0,0.02995,1.52817,0,1.52817,0.150056
0,0.0297,0.759205,0,0.759205,0.187198
0,0.02945,1.12164,0,1.12164,0.271192
0,0.0292,0.08794,0,0.08794,1.17228
0,0.02895,1.44801,0,1.44801,0.038355
0,0.0287,0.629534,0,-0.62953,-0.15413
0,0.02845,0.945188,0,-0.94519,0.184603
0,0.0282,2.69994,0,-2.69994,0.288076
0,0.02795,2.59124,0,-2.59124,-0.44168
0,0.0277,1.27147,0,-1.27147,0.191736
0,0.02745,0.39143,0,0.39143,0.163637
0,0.0272,2.2658,0,-2.2658,-0.07542
0,0.02695,2.1596,0,-2.1596,0.055551
0,0.0267,0.490409,0,-0.49041,0.854547
0,0.02645,0.184372,0,0.184372,-1.64908
0,0.0262,0.350927,0,-0.35093,-0.37672
0,0.02595,0.001437,0,0.001437,0.677297
0,0.0257,0.028068,0,0.028068,-0.06462
0,0.02545,0.469635,0,0.469635,0.159078
0,0.0252,1.09984,0,1.09984,0.566772
0,0.02495,2.04423,0,2.04423,0.265718
0,0.0247,0.027991,0,0.027991,0.799507
0,0.02445,0.571348,0,0.571348,-0.92237
0,0.0242,0.433931,0,0.433931,0.420512
0,0.02395,0.060514,0,-0.06051,1.09286
0,0.0237,0.143343,0,0.143343,-0.58737
0,0.02345,1.29937,0,1.29937,-0.10404
0,0.0232,0.640043,0,0.640043,0.229823
0,0.02295,1.21133,0,-1.21133,-0.17218
0,0.0227,1.51907,0,-1.51907,0.402702
0,0.02245,0.816692,0,-0.81669,0.156899
0,0.0222,0.162628,0,-0.16263,-0.16832
0,0.02195,1.16444,0,-1.16444,0.415416
0,0.0217,0.293083,0,0.293083,-0.06566
0,0.02145,0.195353,0,0.195353,-0.03736
0,0.0212,1.09258,0,1.09258,0.134585
0,0.02095,0.926416,0,0.926416,0.018952
0,0.0207,0.666404,0,0.666404,0.03974
0,0.02045,0.781431,0,-0.78143,-0.085
0,0.0202,1.20808,0,-1.20808,-0.20687
0,0.01995,0.070738,0,0.070738,0.184275
0,0.0197,0.564086,0,0.564086,-0.16602
0,0.01945,0.21406,0,0.21406,0.2745
0,0.0192,0.421908,0,0.421908,-0.22935
0,0.01895,0.532741,0,0.532741,-0.11737
0,0.0187,0.303699,0,0.303699,0.514726
0,0.01845,0.761229,0,0.761229,0.310902
0,0.0182,2.48492,0,2.48492,-0.14799
0,0.01795,0.417054,0,0.417054,-0.02219
0,0.0177,2.00416,0,2.00416,0.206784
0,0.01745,0.226464,0,0.226464,-0.24466
0,0.0172,0.63693,0,0.63693,0.077374
0,0.01695,0.731305,0,0.731305,0.009645
0,0.0167,0.048676,0,0.048676,-0.05507
0,0.01645,0.910875,0,-0.91088,-0.02588
0,0.0162,2.73014,0,2.73014,-0.21796
0,0.01595,2.62846,0,2.62846,0.179925
0,0.0157,0.977714,0,-0.97771,-0.51599
0,0.01545,0.776945,0,0.776945,0.225951
0,0.0152,0.273963,0,-0.27396,0.093396
0,0.01495,0.150325,0,0.150325,-0.22409
0,0.0147,2.13443,0,2.13443,-0.06178
0,0.01445,3.16683,0,3.16683,0.156577
0,0.0142,1.62723,0,1.62723,-0.12386
0,0.01395,1.4389,0,1.4389,0.079504
0,0.0137,0.735106,0,0.735106,0.017325
0,0.01345,0.84434,0,0.84434,-0.05398
0,0.0132,0.874083,0,0.874083,0.148232
0,0.01295,1.89809,0,1.89809,-0.11003
0,0.0127,2.0776,0,2.0776,0.208828
0,0.01245,2.06338,0,2.06338,0.272071
0,0.0122,0.407368,0,0.407368,-0.16276
0,0.01195,0.472273,0,0.472273,0.316221
0,0.0117,1.84369,0,1.84369,-0.09825
0,0.01145,1.99066,0,1.99066,-0.06124
0,0.0112,0.337733,0,-0.33773,-0.38992
0,0.01095,2.01351,0,-2.01351,-0.42738
0,0.0107,3.43655,0,-3.43655,-0.40803
0,0.01045,3.69566,0,-3.69566,-0.47131
0,0.0102,2.35884,0,-2.35884,-0.09572
0,0.00995,1.31049,0,-1.31049,0.213202
0,0.0097,0.208542,0,0.208542,-0.15309
0,0.00945,0.290469,0,0.290469,0.023616
0,0.0092,1.14689,0,-1.14689,0.037979
0,0.00895,1.4892,0,-1.4892,-0.042
0,0.0087,0.392814,0,0.392814,0.182259
0,0.00845,0.988401,0,0.988401,-0.17063
0,0.0082,1.57656,0,1.57656,0.0357
0,0.00795,0.917032,0,0.917032,0.032562
0,0.0077,0.174068,0,0.174068,-0.14173
0,0.00745,2.22861,0,-2.22861,0.182436
0,0.0072,2.60506,0,-2.60506,-0.22593
0,0.00695,0.340798,0,-0.3408,0.165997
0,0.0067,1.74764,0,1.74764,0.240651
0,0.00645,1.91051,0,1.91051,-0.37122
0,0.0062,4.95599,0,4.95599,0.261343
0,0.00595,3.61288,0,3.61288,-0.12372
0,0.0057,2.50675,0,2.50675,-0.14113
0,0.00545,0.401967,0,-0.40197,-0.08656
0,0.0052,1.53178,0,-1.53178,0.114826
0,0.00495,0.768382,0,-0.76838,0.026591
0,0.0047,0.328642,0,0.328642,0.15226
0,0.00445,1.4308,0,1.4308,0.018959
0,0.0042,2.79314,0,2.79314,-0.775
0,0.00395,2.37999,0,2.37999,0.604129
0,0.0037,0.454088,0,-0.45409,-0.16805
0,0.00345,2.86982,0,-2.86982,0.01292
0,0.0032,3.11795,0,-3.11795,-0.18411
0,0.00295,1.6968,0,-1.6968,-0.48315
0,0.0027,2.91755,0,2.91755,0.636954
0,0.00245,2.55718,0,2.55718,-0.90431
0,0.0022,0.770756,0,-0.77076,1.76206
0,0.00195,3.9125,0,-3.9125,1.35761
0,0.0017,2.7461,0,-2.7461,-0.66806
0,0.00145,3.06495,0,-3.06495,0.399853
0,0.0012,1.21195,0,-1.21195,-1.17727
0,0.00095,2.04895,0,-2.04895,-1.07026
0,0.0007,2.26869,0,-2.26869,-0.39986
0,0.00045,2.66237,0,-2.66237,-1.41154
0,0.0002,1.68404,0,-1.68404,-1.55064
0,0,2.21,0,2.21,0.346774
6.00E-05,0.05,572.479,-572.479,0,-0.29845
6.00E-05,0.0497,2532.63,-2532.63,2.66168,0.69167
6.00E-05,0.04945,8319.4,8319.4,4.719,0.001621
6.00E-05,0.0492,1291.55,1291.55,-0.64646,-0.1412
6.00E-05,0.04895,10995.7,-10995.7,-3.43893,0.413659
6.00E-05,0.0487,6075.34,-6075.34,-0.60168,-0.07004
6.00E-05,0.04845,8797.34,8797.34,1.7561,0.040688
6.00E-05,0.0482,6476.82,6476.82,1.80098,-0.00576
6.00E-05,0.04795,2592.34,-2592.34,-1.44293,0.112308
6.00E-05,0.0477,1153.91,1153.91,-0.59427,-0.17065
6.00E-05,0.04745,4713.41,-4713.41,1.18041,0.046353
6.00E-05,0.0472,2410.17,2410.17,4.62504,0.240705
6.00E-05,0.04695,1844.03,-1844.03,1.38991,-0.20273
6.00E-05,0.0467,12884.6,-12884.6,-3.73825,-0.12709
6.00E-05,0.04645,13751.6,-13751.6,-5.55791,0.272519
6.00E-05,0.0462,12220.8,-12220.8,-4.75615,0.38444
6.00E-05,0.04595,11612.8,-11612.8,-1.59896,0.201584
6.00E-05,0.0457,17078.2,-17078.2,1.38374,-0.28589
6.00E-05,0.04545,15861.6,-15861.6,-3.49266,0.151603
6.00E-05,0.0452,13470.9,-13470.9,-8.82689,-0.00411
6.00E-05,0.04495,1633.85,1633.84,-3.88338,-0.35062
6.00E-05,0.0447,11079.2,11079.2,7.94258,0.454957
6.00E-05,0.04445,5004.41,5004.4,11.4863,-0.86143
6.00E-05,0.0442,3742.06,3742.06,3.46088,-0.12532
6.00E-05,0.04395,5298.94,5298.94,-3.10125,-0.03933
6.00E-05,0.0437,4818.86,4818.85,-6.08312,-0.29571
6.00E-05,0.04345,2818.81,2818.8,-7.03145,0.141741
6.00E-05,0.0432,7980.21,7980.21,-7.87786,1.01949
6.00E-05,0.04295,4309.19,-4309.18,-7.29504,0.099985
6.00E-05,0.0427,3115.98,3115.98,-4.24478,-0.07999
6.00E-05,0.04245,12599.6,12599.6,-0.20112,0.439242
6.00E-05,0.0422,3711.63,3711.63,1.39494,0.069857
6.00E-05,0.04195,8527.75,8527.75,1.01,0.07757
6.00E-05,0.0417,1393.63,1393.63,-3.31899,-0.11714
6.00E-05,0.04145,811.969,-811.968,-1.21258,-0.64786
6.00E-05,0.0412,5878.44,5878.44,1.89443,0.318657
6.00E-05,0.04095,1614.47,-1614.46,6.55133,0.163996
6.00E-05,0.0407,5200.61,-5200.61,5.37533,0.303634
6.00E-05,0.04045,7626.23,-7626.23,1.02362,0.05094
6.00E-05,0.0402,9196.61,-9196.61,-0.35305,-0.79978
6.00E-05,0.03995,8400.45,-8400.45,1.0736,0.583603
6.00E-05,0.0397,5388.39,-5388.39,1.3011,-0.13122
6.00E-05,0.03945,2.35985,1.91079,1.38483,-0.18042
6.00E-05,0.0392,1858.79,-1858.79,-0.4525,0.317414
6.00E-05,0.03895,1432.52,1432.52,-2.06199,0.202327
6.00E-05,0.0387,2938.24,2938.24,-2.00241,0.467229
6.00E-05,0.03845,5340.66,5340.66,-0.2738,-0.21844
6.00E-05,0.0382,5687,5687,1.72058,0.463917
6.00E-05,0.03795,191.169,-191.168,-0.60851,-0.00069
6.00E-05,0.0377,2681.89,-2681.89,-1.20644,0.149688
6.00E-05,0.03745,1994.55,-1994.55,-0.74435,0.110834
6.00E-05,0.0372,1483.16,-1483.16,0.542115,0.179643
6.00E-05,0.03695,1912.59,-1912.59,0.726465,0.074565
6.00E-05,0.0367,1710.4,-1710.4,-0.15475,0.038046
6.00E-05,0.03645,532.932,-532.932,-0.51754,-0.15854
6.00E-05,0.0362,588.027,588.025,1.3686,-0.16304
6.00E-05,0.03595,130.097,130.096,0.590042,-0.04399
6.00E-05,0.0357,519.139,-519.136,-1.89226,-0.10756
6.00E-05,0.03545,64.4383,64.4262,-1.2495,-0.08128
6.00E-05,0.0352,1508.55,1508.55,-2.15073,0.264853
6.00E-05,0.03495,454.371,454.371,-0.67082,0.055289
6.00E-05,0.0347,466.703,-466.703,-0.00408,0.26485
6.00E-05,0.03445,927.2,-927.2,-0.2888,0.004191
6.00E-05,0.0342,251.262,-251.257,-1.63644,0.103011
6.00E-05,0.03395,18.7833,18.7304,-1.4092,0.009165
6.00E-05,0.0337,221.144,-221.144,0.158959,-0.11646
6.00E-05,0.03345,458.585,-458.583,1.55593,0.136733
6.00E-05,0.0332,231.063,231.06,1.01201,0.21309
6.00E-05,0.03295,2467.7,2467.7,0.907286,0.123593
6.00E-05,0.0327,1629.44,1629.44,-0.26145,0.127422
6.00E-05,0.03245,76.5355,-76.5274,-1.1114,-0.10235
6.00E-05,0.0322,2144.89,-2144.89,-0.35386,-0.36613
6.00E-05,0.03195,3330.75,-3330.75,2.11116,-0.51566
6.00E-05,0.0317,992.542,992.541,-1.47044,0.05293
6.00E-05,0.03145,3368.32,3368.32,-4.75337,-0.00928
6.00E-05,0.0312,513.638,-513.632,-2.52448,-0.22167
6.00E-05,0.03095,1615.94,-1615.94,-1.11098,0.182342
6.00E-05,0.0307,468.039,468.038,-0.93458,0.083207
6.00E-05,0.03045,2167.49,2167.49,0.011126,-0.17074
6.00E-05,0.0302,1595.57,1595.57,0.280929,-0.0709
6.00E-05,0.02995,2513.78,-2513.78,1.43061,0.12952
