r,z,"v(r,z)",u_r,w_z,P
0,0.05,0,0,0,0.037665
0,0.0497,80.4376,0,80.4376,0.01364
0,0.04945,36.573,0,-36.573,0.019495
0,0.0492,717.869,0,-717.869,-0.00355
0,0.04895,110.606,0,110.606,-0.01356
0,0.0487,92.36,0,-92.36,0.009711
0,0.04845,626.551,0,-626.551,-0.01271
0,0.0482,28.2341,0,28.2341,0.016433
0,0.04795,213.7,0,213.7,-0.03038
0,0.0477,27.4782,0,-27.4782,-0.00078
0,0.04745,407.644,0,407.644,0.025353
0,0.0472,125.919,0,-125.919,0.010766
0,0.04695,105.538,0,105.538,-0.00409
0,0.0467,383.833,0,383.833,-0.00276
0,0.04645,22.8623,0,22.8623,0.003392
0,0.0462,307.593,0,-307.593,-0.00882
0,0.04595,119.789,0,-119.789,0.002507
0,0.0457,290.265,0,-290.265,2.32E-05
0,0.04545,318.884,0,-318.884,0.004687
0,0.0452,112.875,0,-112.875,0.000718
0,0.04495,39.8104,0,39.8104,0.01584
0,0.0447,286.974,0,-286.974,-0.00633
0,0.04445,291.003,0,-291.003,-0.00214
0,0.0442,20.0498,0,20.0498,0.002833
0,0.04395,102.044,0,102.044,0.011167
0,0.0437,89.1612,0,89.1612,0.009631
0,0.04345,31.661,0,31.661,-0.01523
0,0.0432,138.018,0,138.018,-0.00384
0,0.04295,59.1426,0,59.1426,0.005755
0,0.0427,20.2271,0,20.2271,-0.01596
0,0.04245,29.7496,0,-29.7496,0.007544
0,0.0422,40.4437,0,40.4437,-0.00733
0,0.04195,159.447,0,159.447,-0.0024
0,0.0417,128.084,0,128.084,0.003266
0,0.04145,16.7333,0,16.7333,-0.00071
0,0.0412,52.8039,0,-52.8039,0.007397
0,0.04095,113.127,0,-113.127,-0.00091
0,0.0407,88.2445,0,-88.2445,0.000966
0,0.04045,29.6737,0,-29.6737,0.007369
0,0.0402,64.1885,0,-64.1885,-0.00087
0,0.03995,55.4328,0,55.4328,0.028694
0,0.0397,69.3579,0,69.3579,-0.01785
0,0.03945,8.04949,0,8.04949,0.01368
0,0.0392,2.82057,0,2.82057,-0.02501
0,0.03895,8.72845,0,-8.72845,0.013327
0,0.0387,18.1861,0,-18.1861,0.020848
0,0.03845,129.976,0,129.976,0.007844
0,0.0382,34.924,0,-34.924,0.00664
0,0.03795,48.6824,0,48.6824,0.007097
0,0.0377,112.014,0,112.014,-0.00543
0,0.03745,76.8118,0,76.8118,0.004923
0,0.0372,19.7235,0,19.7235,0.00326
0,0.03695,23.8095,0,23.8095,-0.0011
0,0.0367,106.714,0,-106.714,0.00526
0,0.03645,73.1632,0,73.1632,0.001072
0,0.0362,50.3124,0,50.3124,0.006748
0,0.03595,77.8609,0,77.8609,0.001326
0,0.0357,133.678,0,-133.678,0.001558
0,0.03545,98.7617,0,98.7617,-0.00209
0,0.0352,303.325,0,303.325,0.0002
0,0.03495,464.495,0,-464.495,-0.00216
0,0.0347,170.608,0,-170.608,0.001457
0,0.03445,1.16219,0,-1.16219,0.000676
0,0.0342,206.889,0,-206.889,0.000616
0,0.03395,118.115,0,-118.115,0.013508
0,0.0337,31.4419,0,-31.4419,0.004478
0,0.03345,35.8288,0,35.8288,-0.00515
0,0.0332,144.113,0,144.113,-0.01026
0,0.03295,7.5189,0,7.5189,0.009656
0,0.0327,187.431,0,187.431,-0.01192
0,0.03245,278.701,0,278.701,0.005884
0,0.0322,194.783,0,-194.783,-0.01039
0,0.03195,83.4672,0,-83.4672,0.016325
0,0.0317,125.392,0,125.392,0.000391
0,0.03145,93.7578,0,93.7578,0.003851
0,0.0312,344.248,0,-344.248,0.013654
0,0.03095,736.079,0,-736.079,-0.00475
0,0.0307,482.369,0,-482.369,0.005885
0,0.03045,308.782,0,308.782,-0.00559
0,0.0302,422.481,0,422.481,-0.00571
0,0.02995,3.70095,0,-3.70095,0.008216
0,0.0297,186.575,0,-186.575,-0.01495
0,0.02945,321.562,0,-321.562,-0.00017
0,0.0292,494.543,0,494.543,0.006369
0,0.02895,112.293,0,112.293,-6.18E-05
0,0.0287,322.91,0,-322.91,-0.00523
0,0.02845,294.794,0,-294.794,-0.00682
0,0.0282,330.453,0,-330.453,0.010118
0,0.02795,18.6692,0,-18.6692,0.00826
0,0.0277,46.164,0,46.164,0.004569
0,0.02745,492.867,0,-492.867,0.01599
0,0.0272,79.5818,0,79.5818,-0.00293
0,0.02695,112.145,0,-112.145,-0.00079
0,0.0267,66.9701,0,66.9701,-0.01199
0,0.02645,387.717,0,387.717,0.001273
0,0.0262,350.909,0,-350.909,0.030942
0,0.02595,128.345,0,128.345,-0.00744
0,0.0257,310.672,0,-310.672,0.032015
0,0.02545,22.3192,0,22.3192,-0.03717
0,0.0252,25.1848,0,-25.1848,0.022674
0,0.02495,293.391,0,-293.391,-0.00417
0,0.0247,413.549,0,-413.549,-0.00473
0,0.02445,734.833,0,-734.833,-0.0011
0,0.0242,175.287,0,-175.287,-0.0282
0,0.02395,99.416,0,-99.416,0.037341
0,0.0237,1363.8,0,1363.8,-0.02832
0,0.02345,849.206,0,849.206,-0.01393
0,0.0232,959.414,0,959.414,0.026244
0,0.02295,744.089,0,744.089,-0.002
0,0.0227,798.038,0,798.038,0.0053
0,0.02245,1156.1,0,1156.1,0.004202
0,0.0222,632.61,0,632.61,0.038746
0,0.02195,1019.66,0,-1019.66,0.016516
0,0.0217,153.368,0,153.368,-0.05614
0,0.02145,1059.5,0,1059.5,0.001943
0,0.0212,203.16,0,-203.16,0.002247
0,0.02095,404.776,0,-404.776,-0.02019
0,0.0207,229.545,0,229.545,0.013516
0,0.02045,248.49,0,248.49,0.023662
0,0.0202,275.26,0,-275.26,-0.02285
0,0.01995,355.32,0,355.32,-0.00188
0,0.0197,847.259,0,-847.259,-0.01151
0,0.01945,32.5376,0,-32.5376,-0.00575
0,0.0192,552.047,0,552.047,0.043526
0,0.01895,668.423,0,668.423,-0.11792
0,0.0187,964.216,0,964.216,-0.00246
0,0.01845,1458.07,0,-1458.07,0.002209
0,0.0182,848.119,0,848.119,0.015702
0,0.01795,589.798,0,589.798,0.015326
0,0.0177,78.7,0,78.7,0.009355
0,0.01745,441.663,0,441.663,-0.00032
0,0.0172,73.477,0,-73.477,0.014531
0,0.01695,0.569551,0,-0.56955,0.012584
0,0.0167,468.447,0,468.447,0.017324
0,0.01645,144.67,0,144.67,-0.00187
0,0.0162,153.948,0,-153.948,-0.00459
0,0.01595,195.84,0,195.84,0.000933
0,0.0157,381.257,0,-381.257,0.001806
0,0.01545,589.373,0,-589.373,-0.00701
0,0.0152,8.04625,0,8.04625,-0.00958
0,0.01495,198.489,0,-198.489,0.002323
0,0.0147,12.9573,0,12.9573,-0.00085
0,0.01445,95.9273,0,95.9273,0.000907
0,0.0142,192.206,0,-192.206,-0.00227
0,0.01395,192.496,0,-192.496,-0.0027
0,0.0137,153.482,0,-153.482,0.014824
0,0.01345,150.377,0,150.377,-0.01935
0,0.0132,101.92,0,101.92,0.039462
0,0.01295,42.6797,0,42.6797,-0.0076
0,0.0127,594.263,0,594.263,0.02676
0,0.01245,336.699,0,336.699,-0.00278
0,0.0122,841.944,0,-841.944,-0.00342
0,0.01195,676.921,0,-676.921,-0.0151
0,0.0117,558.162,0,-558.162,-0.00726
0,0.01145,541.591,0,-541.591,0.005262
0,0.0112,301.379,0,-301.379,-0.00131
0,0.01095,318.224,0,318.224,-0.01086
0,0.0107,173.481,0,173.481,-0.00022
0,0.01045,38.1643,0,-38.1643,0.001143
0,0.0102,117.404,0,-117.404,-0.01134
0,0.00995,644.642,0,-644.642,0.007245
0,0.0097,3605.38,0,3605.38,-0.00827
0,0.00945,1572.55,0,-1572.55,-0.01669
0,0.0092,384.524,0,384.524,0.025099
0,0.00895,190.357,0,-190.357,-0.01652
0,0.0087,441.873,0,-441.873,0.002783
0,0.00845,45.263,0,-45.263,-0.02652
0,0.0082,282.401,0,282.401,0.0308
0,0.00795,685.948,0,685.948,0.006631
0,0.0077,631.097,0,631.097,-0.00011
