r,z,"v(r,z)",u_r,w_z,P
0,0.022,0,0,0,0.000172
0,0.021868,38.5617,0,-38.5617,0.002186
0,0.02178,3.13016,0,3.13016,-0.00082
0,0.021648,8.51072,0,-8.51072,0.001229
0,0.021538,22.548,0,-22.548,0.000738
0,0.021428,3.92551,0,-3.92551,-0.0035
0,0.021318,0.148203,0,0.148203,0.000343
0,0.021208,3.04071,0,3.04071,-0.0035
0,0.021098,34.9592,0,-34.9592,0.001378
0,0.020988,13.4944,0,13.4944,-3.85E-04
0,0.020878,62.2344,0,62.2344,0.000127
0,0.020768,0.120025,0,0.120025,1.82E-03
0,0.020658,12.9376,0,12.9376,0.00034
0,0.020548,45.645,0,45.645,0.002254
0,0.020438,20.4723,0,20.4723,-1.69E-06
0,0.020328,5.40823,0,-5.40823,-0.00021
0,0.020218,16.9962,0,16.9962,0.001263
0,0.020108,8.2355,0,8.2355,0.000727
0,0.019998,13.4106,0,13.4106,0.000268
0,0.019888,22.1195,0,-22.1195,0.00132
0,0.019778,35.0896,0,-35.0896,-0.00036
0,0.019668,36.2061,0,-36.2061,-0.00015
0,0.019558,33.6438,0,33.6438,-0.00046
0,0.019448,4.24156,0,4.24156,0.001912
0,0.019338,6.86245,0,6.86245,0.000552
0,0.019228,42.2117,0,-42.2117,0.000133
0,0.019118,26.5777,0,-26.5777,0.000246
0,0.019008,14.3064,0,14.3064,0.000179
0,0.018898,18.9922,0,18.9922,0.000547
0,0.018788,4.91891,0,4.91891,0.000204
0,0.018678,9.44644,0,9.44644,0.000368
0,0.018568,41.3983,0,41.3983,-0.00012
0,0.018458,28.9571,0,28.9571,-8.94E-05
0,0.018348,6.98504,0,-6.98504,0.000116
0,0.018238,2.72261,0,2.72261,0.000818
0,0.018128,6.20774,0,6.20774,-0.00087
0,0.018018,2.34552,0,-2.34552,1.71E-03
0,0.017908,113.389,0,-113.389,-0.00052
0,0.017798,30.7231,0,-30.7231,0.000218
0,0.017688,27.9077,0,-27.9077,0.000273
0,0.017578,59.9116,0,59.9116,-0.00095
0,0.017468,64.9946,0,64.9946,-0.00038
0,0.017358,25.9445,0,25.9445,0.00143
0,0.017248,16.2765,0,16.2765,0.000621
0,0.017138,119.756,0,-119.756,-0.00014
0,0.017028,63.6237,0,63.6237,0.00095
0,0.016918,74.2656,0,-74.2656,0.000176
0,0.016808,6.26E+01,0,6.26E+01,0.000332
0,0.016698,0.98365,0,0.98365,0.000487
0,0.016588,18.8063,0,18.8063,-0.0001
0,0.016478,10.3458,0,-10.3458,0.001242
0,0.016368,18.3277,0,-18.3277,0.001054
0,0.016258,20.0365,0,20.0365,-6.61E-05
0,0.016148,25.4866,0,25.4866,0.0005
0,0.016038,17.4304,0,17.4304,0.00021
0,0.015928,10.4539,0,-10.4539,0.000259
0,0.015818,10.7556,0,10.7556,0.000373
0,0.015708,21.9422,0,-21.9422,2.81E-04
0,0.015598,50.1706,0,50.1706,0.000514
0,0.015488,0.090773,0,-0.09077,-8.32E-05
0,0.015378,26.4924,0,26.4924,0.000605
0,0.015268,3.91658,0,3.91658,-7.76E-06
0,0.015158,10.8385,0,10.8385,0.000417
0,0.015048,3.18141,0,3.18141,0.000357
0,0.014938,14.7804,0,14.7804,0.000609
0,0.014828,0.211684,0,-0.21168,0.000344
0,0.014718,13.7664,0,-13.7664,9.48E-05
0,0.014608,3.16829,0,3.16829,5.92E-05
0,0.014498,21.9785,0,21.9785,2.73E-04
0,0.014388,18.4175,0,18.4175,0.000859
0,0.014278,13.1888,0,-13.1888,0.000559
0,0.014168,42.0667,0,-42.0667,0.000134
0,0.014058,44.065,0,44.065,-0.00191
0,0.013948,66.3175,0,-66.3175,0.001281
0,0.013838,26.4637,0,-26.4637,-0.00032
0,0.013728,34.7897,0,-34.7897,0.000165
0,0.013618,20.4192,0,-20.4192,0.000799
0,0.013508,11.2531,0,-11.2531,-9.67E-05
0,0.013398,13.5617,0,13.5617,0.000768
0,0.013288,0.312948,0,-0.31295,0.000288
0,0.013178,10.0665,0,10.0665,0.000353
0,0.013068,18.9963,0,18.9963,0.000337
0,0.012958,33.7831,0,-33.7831,0.000125
0,0.012848,6.90223,0,-6.90223,0.000625
0,0.012738,120.004,0,-120.004,0.000119
0,0.012628,90.738,0,-90.738,0.000117
0,0.012518,124.888,0,-124.888,0.000527
0,0.012408,1.78801,0,-1.78801,9.09E-05
0,0.012298,2.20817,0,-2.20817,0.000698
0,0.012188,50.2629,0,50.2629,-6.15E-05
0,0.012078,38.6334,0,-38.6334,0.000531
