r,z,"v(r,z)",u_r,w_z,P
0,0.022,0,0,0,-0.00017
0,0.021868,15.6649,0,-15.6649,0.001025
0,0.02178,11.6607,0,11.6607,-0.00103
0,0.021648,19.5304,0,19.5304,-4.91E-05
0,0.021538,4.76571,0,4.76571,-0.00105
0,0.021428,4.2081,0,4.2081,0.0021
0,0.021318,0.816909,0,0.816909,-0.0009
0,0.021208,8.81574,0,8.81574,0.001227
0,0.021098,17.1512,0,17.1512,-0.00068
0,0.020988,2.81162,0,2.81162,0.000282
0,0.020878,4.94179,0,-4.94179,0.000683
0,0.020768,33.7009,0,33.7009,-0.00096
0,0.020658,29.049,0,29.049,0.00082
0,0.020548,5.83073,0,5.83073,-0.00017
0,0.020438,35.6556,0,-35.6556,0.000565
0,0.020328,84.1051,0,84.1051,-0.00086
0,0.020218,6.04735,0,6.04735,0.000699
0,0.020108,207.923,0,-207.923,-0.00139
0,0.019998,23.4664,0,23.4664,0.000522
0,0.019888,48.5828,0,-48.5828,-0.00035
0,0.019778,134.041,0,134.041,-0.00047
0,0.019668,13.9843,0,13.9843,0.000641
0,0.019558,83.0001,0,83.0001,0.000989
0,0.019448,76.7627,0,-76.7627,0.000467
0,0.019338,46.0273,0,-46.0273,-4.70E-05
0,0.019228,76.7142,0,76.7142,0.000502
0,0.019118,27.6528,0,-27.6528,-0.00028
0,0.019008,4.74657,0,4.74657,-0.00036
0,0.018898,49.0341,0,49.0341,0.000313
0,0.018788,39.4559,0,39.4559,-0.00053
0,0.018678,35.2675,0,35.2675,-5.18E-05
0,0.018568,110.599,0,110.599,-0.00041
0,0.018458,52.5242,0,52.5242,0.000146
0,0.018348,79.3141,0,79.3141,-0.00011
0,0.018238,140.899,0,-140.899,-0.0002
0,0.018128,166.27,0,166.27,-0.00015
0,0.018018,74.4758,0,-74.4758,0.000306
0,0.017908,98.9677,0,98.9677,-0.0002
0,0.017798,68.3257,0,-68.3257,0.000229
0,0.017688,78.5465,0,78.5465,0.000214
0,0.017578,51.5601,0,51.5601,-0.00098
0,0.017468,80.7605,0,80.7605,0.001135
0,0.017358,50.3689,0,-50.3689,-0.00148
0,0.017248,9.32694,0,-9.32694,0.000642
0,0.017138,90.0837,0,-90.0837,-0.00132
0,0.017028,39.7432,0,39.7432,-0.00106
0,0.016918,71.7603,0,71.7603,-0.00113
0,0.016808,17.8066,0,-17.8066,-0.00023
0,0.016698,2.57859,0,2.57859,0.000153
0,0.016588,28.5149,0,-28.5149,-0.00011
0,0.016478,23.9033,0,-23.9033,0.000192
0,0.016368,86.031,0,-86.031,-0.00032
0,0.016258,9.38066,0,9.38066,0.000155
0,0.016148,132.206,0,-132.206,1.21E-05
0,0.016038,29.3199,0,29.3199,-0.00129
0,0.015928,23.058,0,-23.058,0.001227
0,0.015818,45.4422,0,45.4422,-0.00083
0,0.015708,58.4526,0,-58.4526,0.000639
0,0.015598,94.631,0,-94.631,-0.0009
0,0.015488,30.6236,0,30.6236,-0.00023
0,0.015378,14.2227,0,-14.2227,0.001099
0,0.015268,30.515,0,-30.515,-0.00024
0,0.015158,55.6993,0,-55.6993,0.000228
0,0.015048,82.9038,0,-82.9038,-0.00088
0,0.014938,113.806,0,-113.806,0.000746
0,0.014828,58.3937,0,-58.3937,-0.00043
0,0.014718,63.6099,0,-63.6099,0.001994
0,0.014608,47.0936,0,-47.0936,-0.00148
0,0.014498,97.3551,0,97.3551,0.001004
0,0.014388,118.002,0,118.002,-0.00177
0,0.014278,74.5881,0,-74.5881,-0.00424
0,0.014168,109.82,0,-109.82,-0.00104
0,0.014058,79.9819,0,79.9819,8.13E-05
0,0.013948,142.275,0,142.275,-0.00022
0,0.013838,93.7465,0,93.7465,0.000655
0,0.013728,41.7807,0,41.7807,0.000983
0,0.013618,124.83,0,124.83,-0.00105
0,0.013508,34.6959,0,34.6959,0.001193
0,0.013398,128.713,0,-128.713,0.001268
0,0.013288,118.363,0,-118.363,-0.00017
0,0.013178,82.2347,0,82.2347,-0.00032
0,0.013068,179.701,0,-179.701,0.000178
0,0.012958,36.3821,0,-36.3821,1.13E-05
0,0.012848,605.783,0,-605.783,7.33E-05
0,0.012738,358.818,0,358.818,0.000716
0,0.012628,58.7666,0,-58.7666,-0.00076
0,0.012518,221.647,0,221.647,-0.00118
0,0.012408,136.604,0,-136.604,-0.00122
0,0.012298,8.46173,0,-8.46173,0.000779
0,0.012188,36.1268,0,-36.1268,-0.00091
0,0.012078,87.6403,0,-87.6403,0.002701
0,0.011968,126.302,0,-126.302,-0.00014
0,0.011858,2.87683,0,2.87683,-0.00029
0,0.011748,9.58397,0,9.58397,-0.0005
0,0.011638,17.785,0,-17.785,0.001268
0,0.011528,11.6024,0,11.6024,0.002733
0,0.011418,92.8639,0,92.8639,-0.00205
0,0.011308,37.4336,0,-37.4336,0.001567
0,0.011198,136.161,0,136.161,-0.00123
0,0.011088,170.252,0,-170.252,0.001515
0,0.010978,69.3239,0,69.3239,-0.0009
0,0.010868,117.508,0,117.508,-0.00093
0,0.010758,92.5934,0,-92.5934,-2.78E-05
0,0.010648,34.1184,0,-34.1184,-0.00055
0,0.010538,62.7836,0,-62.7836,-0.00067
0,0.010428,0.131939,0,-0.13194,-0.00103
0,0.010318,48.6435,0,-48.6435,0.002703
0,0.010208,8.54108,0,-8.54108,-0.00324
0,0.010098,54.1084,0,54.1084,0.002543
0,0.009988,7.27269,0,-7.27269,0.000234
0,0.009878,31.1588,0,31.1588,-0.00081
0,0.009768,38.8987,0,38.8987,0.002162
0,0.009658,39.7973,0,39.7973,0.001159
0,0.009548,4.97358,0,4.97358,0.002176
0,0.009438,34.0407,0,34.0407,-0.00173
0,0.009328,53.8207,0,53.8207,0.002209
0,0.009218,65.7359,0,-65.7359,-5.91E-05
0,0.009108,71.7208,0,-71.7208,-0.0021
0,0.008998,36.3407,0,-36.3407,0.001675
0,0.008888,3.4324,0,-3.4324,-2.63E-05
0,0.008778,35.7023,0,-35.7023,-5.37E-05
0,0.008668,58.3741,0,-58.3741,-0.00106
0,0.008558,10.9057,0,-10.9057,0.000608
0,0.008448,0.605241,0,0.605241,-0.00023
0,0.008338,21.7943,0,21.7943,-0.00051
0,0.008228,7.73062,0,-7.73062,-0.00071
0,0.008118,14.9041,0,14.9041,0.000433
0,0.008008,36.8441,0,36.8441,-0.0008
0,0.007898,21.2339,0,21.2339,0.00065
0,0.007788,37.9702,0,37.9702,-0.00013
0,0.007678,30.7183,0,30.7183,-0.0004
0,0.007568,92.5977,0,92.5977,-0.00017
0,0.007458,70.9416,0,70.9416,-0.00056
0,0.007348,65.9853,0,65.9853,6.43E-06
0,0.007238,94.3057,0,94.3057,-0.00042
0,0.007128,98.0248,0,98.0248,0.000187
0,0.007018,108.166,0,108.166,-0.00041
0,0.006908,65.2825,0,65.2825,0.00012
0,0.006798,119.451,0,119.451,0.000247
0,0.006688,237.164,0,-237.164,0.00025
0,0.006578,6.05209,0,-6.05209,-0.00025
0,0.006468,99.3684,0,-99.3684,0.002206
0,0.006358,105.753,0,-105.753,-0.00049
0,0.006248,20.8435,0,-20.8435,0.000766
0,0.006138,15.7345,0,-15.7345,-0.00023
0,0.006028,45.9662,0,45.9662,-0.0001
0,0.005918,81.3504,0,-81.3504,0.00014
0,0.005808,122.406,0,122.406,0.00068
0,0.005698,33.3104,0,-33.3104,-0.00139
0,0.005588,30.9256,0,-30.9256,0.001136
0,0.005478,53.8768,0,53.8768,-0.00017
0,0.005368,94.3195,0,-94.3195,-0.00115
0,0.005258,8.80125,0,8.80125,0.001985
0,0.005148,166.926,0,-166.926,-0.00085
0,0.005038,302.151,0,-302.151,0.000585
0,0.004928,75.5772,0,75.5772,0.001068
0,0.004818,270.955,0,270.955,-0.00055
0,0.004708,142.802,0,-142.802,0.000613
0,0.004598,107.822,0,-107.822,0.000816
0,0.004488,135.507,0,135.507,-0.00063
0,0.004378,96.6816,0,96.6816,0.001173
0,0.004268,163.529,0,163.529,-0.00141
0,0.004158,195.177,0,195.177,-0.00137
0,0.004048,127.359,0,-127.359,-0.0002
0,0.003938,39.0594,0,-39.0594,-0.00024
0,0.003828,159.102,0,-159.102,0.001792
0,0.003718,152.363,0,-152.363,0.000459
0,0.003608,170.493,0,-170.493,9.86E-05
0,0.003498,36.9859,0,-36.9859,-0.00044
0,0.003388,132.312,0,132.312,0.000378
0,0.003278,90.3611,0,-90.3611,0.001049
0,0.003168,145.964,0,-145.964,-0.00024
0,0.003058,86.9156,0,-86.9156,0.000265
0,0.002948,48.2739,0,-48.2739,-0.00087
0,0.002838,73.3803,0,73.3803,-0.00193
0,0.002728,29.9331,0,29.9331,0.000994
0,0.002618,86.4626,0,86.4626,-0.00336
0,0.002508,316.581,0,-316.581,-0.00019
0,0.002398,161.448,0,-161.448,0.00279
0,0.002288,91.1239,0,-91.1239,-0.00047
0,0.002178,124.846,0,-124.846,-0.00192
0,0.002068,168.006,0,168.006,0.003115
0,0.001958,67.8299,0,-67.8299,-0.00053
0,0.001848,7.00031,0,-7.00031,0.00126
0,0.001738,94.2005,0,-94.2005,-0.0003
0,0.001628,43.1773,0,-43.1773,-0.00101
0,0.001518,19.9338,0,-19.9338,0.005048
0,0.001408,11.4404,0,11.4404,-0.00129
0,0.001298,45.4399,0,45.4399,0.019525
0,0.001188,3.48184,0,3.48184,-0.0047
0,0.001078,69.2737,0,69.2737,-0.00797
0,0.000968,44.2623,0,44.2623,0.005084
0,0.000858,64.7453,0,64.7453,-0.00737
0,0.000748,18.5761,0,-18.5761,0.00595
0,0.000638,116.528,0,-116.528,0.003739
0,0.000528,796.887,0,-796.887,0.001739
0,0.000418,230.262,0,230.262,-0.00597
0,0.000308,488.23,0,488.23,0.001525
0,0.000198,0.86278,0,-0.86278,-0.00187
0,8.80E-05,126.242,0,-126.242,0.000149
0,0,2.35,0,2.35,-0.0074
5.50E-05,0.022,275.026,-275.026,0,-0.00022
5.50E-05,0.021868,67.9547,-67.0772,-10.8853,0.000696
5.50E-05,0.02178,255.803,255.33,15.5613,-0.00128
5.50E-05,0.021648,369.405,-369.021,16.842,-7.53E-05
5.50E-05,0.021538,362.342,-362.158,11.552,-0.00075
5.50E-05,0.021428,374.459,-374.418,5.49883,0.001254
5.50E-05,0.021318,374.74,-374.731,2.60311,-0.00062
5.50E-05,0.021208,450.052,-449.736,16.8615,0.000498
5.50E-05,0.021098,442.809,-442.582,14.1749,-0.00034
5.50E-05,0.020988,226.67,-226.656,-2.48231,0.000137
5.50E-05,0.020878,311.525,-311.514,-2.57337,0.000353
5.50E-05,0.020768,184.604,-183.661,18.6292,-0.00048
5.50E-05,0.020658,436.046,435.705,17.2449,0.000516
5.50E-05,0.020548,185.425,-184.151,21.6967,-0.00013
5.50E-05,0.020438,277.115,-277.04,-6.43904,0.000146
5.50E-05,0.020328,171.617,-170.343,20.8767,-0.0004
5.50E-05,0.020218,623.066,-622.907,14.1039,0.000347
5.50E-05,0.020108,71.5105,-0.84353,-71.5055,-0.0007
5.50E-05,0.019998,151.563,-151.375,7.56101,0.000313
5.50E-05,0.019888,160.809,########,-37.9117,-0.00021
5.50E-05,0.019778,284.823,-278.343,60.4105,-0.00023
5.50E-05,0.019668,497.551,-496.97,24.0258,0.000357
5.50E-05,0.019558,819.192,-816.751,63.1932,0.00027
5.50E-05,0.019448,202.666,197.789,-44.1898,0.000516
5.50E-05,0.019338,333.357,-325.99,-69.6928,3.35E-05
5.50E-05,0.019228,1126.83,########,59.9151,7.97E-05
5.50E-05,0.019118,407.382,407.274,9.39489,-2.97E-05
5.50E-05,0.019008,286.999,2.87E+02,0.885951,-0.00011
5.50E-05,0.018898,40.6212,1.05E+01,39.2474,0.000109
5.50E-05,0.018788,711.895,7.11E+02,39.5291,-0.00029
5.50E-05,0.018678,498.548,4.97E+02,36.6841,1.86E-05
5.50E-05,0.018568,117.259,70.1645,93.95,-0.00029
5.50E-05,0.018458,127.68,1.06E+02,71.0424,8.18E-05
5.50E-05,0.018348,156.025,135.409,77.5121,-7.23E-05
5.50E-05,0.018238,113.772,106.935,-38.8447,-0.00012
5.50E-05,0.018128,92.9139,########,65.1065,-5.17E-05
5.50E-05,0.018018,145.288,-144.764,-12.3304,0.000282
5.50E-05,0.017908,543.477,########,79.7588,-0.00015
5.50E-05,0.017798,113.619,-113.456,-6.07821,6.67E-05
5.50E-05,0.017688,281.256,2.77E+02,47.26,0.000172
5.50E-05,0.017578,409.921,-406.396,53.6412,-0.0007
5.50E-05,0.017468,286.937,########,64.6126,0.000701
5.50E-05,0.017358,23.1601,########,-22.2324,-0.00094
5.50E-05,0.017248,652.562,-652.543,-4.97514,0.000303
5.50E-05,0.017138,192.317,1.91E+02,-23.2384,-0.00079
5.50E-05,0.017028,214.216,211.859,31.6935,-0.00093
5.50E-05,0.016918,619.688,-617.129,56.2602,-0.00048
5.50E-05,0.016808,73.6772,73.6684,-1.13922,-0.00024
5.50E-05,0.016698,435.848,-435.847,-0.8763,0.000106
5.50E-05,0.016588,456.387,-455.867,-21.7644,-6.31E-05
5.50E-05,0.016478,73.5078,-67.3899,-29.3599,0.000132
5.50E-05,0.016368,125.135,119.647,-36.6531,-0.00017
