r,z,"v(r,z)",u_r,w_z,P
0,0.022,0,0,0,0.012983
0,0.021868,5.29022,0,-5.29022,0.000955
0,0.02178,31.7872,0,-31.7872,-0.00071
0,0.021648,95.1526,0,95.1526,0.000645
0,0.021538,44.7587,0,44.7587,0.001392
0,0.021428,21.6492,0,21.6492,-0.00058
0,0.021318,12.2019,0,12.2019,0.000804
0,0.021208,3.86688,0,-3.86688,5.20E-05
0,0.021098,33.1448,0,-33.1448,0.001081
0,0.020988,16.1415,0,-16.1415,0.000391
0,0.020878,35.6143,0,-35.6143,0.000572
0,0.020768,30.1229,0,-30.1229,0.000294
0,0.020658,99.7302,0,-99.7302,-0.00011
0,0.020548,15.5245,0,-15.5245,0.001148
0,0.020438,28.1195,0,-28.1195,-0.00075
0,0.020328,22.5117,0,-22.5117,0.000559
0,0.020218,52.667,0,-52.667,0.000731
0,0.020108,2.47248,0,2.47248,2.07E-05
0,0.019998,27.8236,0,-27.8236,7.86E-05
0,0.019888,0.036489,0,0.036489,0.000836
0,0.019778,1.55506,0,-1.55506,0.000235
0,0.019668,0.106218,0,-0.10622,0.000463
0,0.019558,44.5303,0,44.5303,0.000292
0,0.019448,34.1295,0,-34.1295,0.000332
0,0.019338,171.178,0,171.178,0.000312
0,0.019228,37.168,0,-37.168,0.001409
0,0.019118,43.9963,0,43.9963,0.000328
0,0.019008,41.4353,0,41.4353,0.000325
0,0.018898,29.8669,0,-29.8669,0.000563
0,0.018788,32.0886,0,-32.0886,-0.00122
0,0.018678,5.60345,0,5.60345,0.00022
0,0.018568,22.8403,0,22.8403,-0.00011
0,0.018458,1.44338,0,1.44338,0.001018
0,0.018348,70.1702,0,70.1702,0.000406
0,0.018238,410.82,0,-410.82,0.00056
0,0.018128,196.804,0,-196.804,-3.22E-05
0,0.018018,6.19417,0,-6.19417,0.002204
0,0.017908,23.3317,0,-23.3317,-3.47E-05
0,0.017798,13.1815,0,-13.1815,0.000847
0,0.017688,2.10347,0,2.10347,-0.00051
0,0.017578,13.0058,0,13.0058,0.000118
0,0.017468,42.8519,0,42.8519,0.000648
0,0.017358,2.22803,0,2.22803,0.000343
0,0.017248,171.85,0,171.85,-7.25E-05
0,0.017138,85.708,0,-85.708,0.000972
0,0.017028,19.463,0,-19.463,-4.94E-05
0,0.016918,4.74549,0,4.74549,0.0005
0,0.016808,69.5755,0,69.5755,5.49E-05
0,0.016698,42.9218,0,42.9218,0.000543
0,0.016588,14.7306,0,-14.7306,0.001037
0,0.016478,12.849,0,12.849,-0.00096
0,0.016368,10.2568,0,10.2568,0.000623
0,0.016258,32.2392,0,-32.2392,0.001146
0,0.016148,51.9689,0,51.9689,0.000655
0,0.016038,12.4823,0,12.4823,0.001043
0,0.015928,34.2844,0,34.2844,-3.61E-05
0,0.015818,20.8869,0,-20.8869,0.000417
0,0.015708,32.7471,0,-32.7471,0.000438
0,0.015598,1.59643,0,1.59643,0.000436
0,0.015488,25.0405,0,-25.0405,0.001165
0,0.015378,2.94927,0,-2.94927,-0.00115
0,0.015268,11.2012,0,-11.2012,-0.00014
0,0.015158,847.697,0,847.697,0.000727
0,0.015048,3.8735,0,3.8735,-2.32E-05
0,0.014938,34.3746,0,-34.3746,0.000268
0,0.014828,5.11789,0,5.11789,0.000127
0,0.014718,41.3965,0,41.3965,0.000497
0,0.014608,22.5732,0,-22.5732,0.000794
0,0.014498,24.4091,0,24.4091,0.001097
0,0.014388,129.963,0,129.963,9.27E-05
0,0.014278,72.6149,0,72.6149,0.000511
0,0.014168,11.6625,0,-11.6625,0.00057
0,0.014058,29.285,0,29.285,0.001285
0,0.013948,7.24064,0,7.24064,0.000634
0,0.013838,92.1668,0,-92.1668,-0.00038
0,0.013728,33.1657,0,-33.1657,0.000356
0,0.013618,64.4828,0,64.4828,0.000427
0,0.013508,51.1336,0,51.1336,9.00E-05
0,0.013398,91.6059,0,91.6059,0.000653
0,0.013288,192.285,0,192.285,0.000707
0,0.013178,236.104,0,-236.104,-4.68E-06
0,0.013068,371.221,0,371.221,0.000635
0,0.012958,95.0966,0,-95.0966,0.000643
0,0.012848,27.3352,0,27.3352,0.000266
0,0.012738,12.9877,0,12.9877,-0.00031
0,0.012628,256.104,0,-256.104,0.001161
0,0.012518,115.96,0,-115.96,-0.00019
0,0.012408,224.609,0,224.609,0.000981
0,0.012298,89.0858,0,-89.0858,0.000536
0,0.012188,20.4619,0,20.4619,0.000568
0,0.012078,0.752327,0,-0.75233,0.000521
0,0.011968,5.76701,0,5.76701,0.000136
0,0.011858,1.4566,0,-1.4566,0.000279
0,0.011748,6.43228,0,6.43228,-0.00015
0,0.011638,14.7979,0,-14.7979,-8.50E-05
0,0.011528,61.0465,0,-61.0465,0.000219
0,0.011418,1.33705,0,-1.33705,0.000361
0,0.011308,7.16647,0,7.16647,0.000807
0,0.011198,3.26816,0,3.26816,0.00059
0,0.011088,8.09003,0,8.09003,2.56E-04
0,0.010978,2.48768,0,2.48768,0.000305
0,0.010868,45.5996,0,-45.5996,0.000712
0,0.010758,62.2009,0,-62.2009,9.93E-05
0,0.010648,29.6397,0,-29.6397,0.000821
0,0.010538,1.75675,0,-1.75675,-0.00025
0,0.010428,9.61923,0,9.61923,0.00034
0,0.010318,36.6615,0,-36.6615,9.97E-05
0,0.010208,35.8058,0,35.8058,0.000347
0,0.010098,45.5937,0,45.5937,0.000633
0,0.009988,34.4423,0,34.4423,0.000889
0,0.009878,33.3925,0,33.3925,0.000711
0,0.009768,35.3273,0,35.3273,0.000155
0,0.009658,27.9348,0,27.9348,0.000705
0,0.009548,14.1024,0,14.1024,0.000347
0,0.009438,15.8252,0,15.8252,0.000244
0,0.009328,19.2292,0,19.2292,0.000591
0,0.009218,4.56009,0,4.56009,0.000538
0,0.009108,31.8214,0,-31.8214,0.000489
0,0.008998,5.12278,0,5.12278,-1.39E-05
0,0.008888,10.2939,0,-10.2939,0.000223
0,0.008778,0.177595,0,0.177595,0.000253
0,0.008668,0.846581,0,0.846581,0.000914
0,0.008558,80.1044,0,-80.1044,0.000284
0,0.008448,25.9531,0,25.9531,7.84E-05
0,0.008338,14.4481,0,14.4481,0.000175
0,0.008228,12.8308,0,12.8308,0.000159
0,0.008118,17.7493,0,-17.7493,0.000517
0,0.008008,37.1949,0,-37.1949,0.0003
0,0.007898,26.5875,0,-26.5875,0.000751
0,0.007788,9.10882,0,-9.10882,-4.51E-05
0,0.007678,35.9694,0,35.9694,0.001173
0,0.007568,10.0877,0,-10.0877,0.000161
0,0.007458,52.8169,0,52.8169,4.35E-04
0,0.007348,0.790713,0,-0.79071,0.001145
0,0.007238,38.7366,0,38.7366,-0.00028
0,0.007128,1.89705,0,1.89705,0.000362
0,0.007018,22.1823,0,22.1823,0.000222
0,0.006908,29.6083,0,29.6083,0.000594
0,0.006798,1.94572,0,-1.94572,0.00034
0,0.006688,20.9593,0,-20.9593,0.000419
0,0.006578,3.53505,0,-3.53505,0.000246
0,0.006468,20.6085,0,20.6085,-0.00024
0,0.006358,16.3328,0,16.3328,0.000308
0,0.006248,42.316,0,-42.316,0.000222
0,0.006138,59.9206,0,-59.9206,0.000688
0,0.006028,22.8304,0,-22.8304,0.000135
0,0.005918,64.0021,0,-64.0021,0.000128
0,0.005808,10.92,0,10.92,0.00088
0,0.005698,0.08286,0,-0.08286,0.000205
0,0.005588,50.6745,0,-50.6745,0.000459
0,0.005478,37.2452,0,-37.2452,0.000428
0,0.005368,31.4412,0,-31.4412,0.000329
0,0.005258,20.2809,0,-20.2809,0.000645
0,0.005148,40.674,0,40.674,0.001083
0,0.005038,40.94,0,-40.94,0.000332
0,0.004928,93.6276,0,-93.6276,0.000499
0,0.004818,32.5054,0,32.5054,5.51E-04
0,0.004708,50.4721,0,50.4721,0.000199
0,0.004598,51.1742,0,51.1742,0.000721
0,0.004488,45.5072,0,45.5072,0.000452
0,0.004378,21.7302,0,21.7302,0.000754
0,0.004268,15.7767,0,15.7767,0.000115
0,0.004158,12.4622,0,12.4622,0.000871
0,0.004048,9.27027,0,9.27027,0.000505
0,0.003938,6.03824,0,-6.03824,0.000165
0,0.003828,32.6771,0,-32.6771,0.000316
0,0.003718,3.36034,0,3.36034,0.00058
0,0.003608,20.7379,0,-20.7379,0.000298
0,0.003498,28.1955,0,-28.1955,3.00E-04
0,0.003388,5.28095,0,5.28095,0.000609
0,0.003278,5.36849,0,5.36849,0.000133
0,0.003168,61.3416,0,-61.3416,0.000409
0,0.003058,104.347,0,-104.347,0.000363
0,0.002948,16.3381,0,16.3381,0.000306
0,0.002838,19.9321,0,-19.9321,0.000492
0,0.002728,9.50192,0,-9.50192,0.00078
0,0.002618,44.0102,0,-44.0102,9.22E-05
0,0.002508,7.2242,0,7.2242,0.000271
